Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
Meg's Monster,"Adventure, Indie, RPG",$14.99,Odencat,Mar 2 2023,n/a,96.0,930
Rise for the Fight - Early Access,"Casual, Indie, Free To Play, Early Access",Free,Reece Makes Games,Aug 15 2023,n/a,73.0,15
Cataclismo,"Simulation, Strategy, Early Access",$29.99,Digital Sun,Jul 22 2024,n/a,92.0,2292
Wrong Landing,"Action, Adventure, Indie, Simulation",Free To Play,BigUpdate Games,Feb 12 2024,n/a,84.0,13
Mugen Sweeper,"Casual, Indie",$5.99,YUSEI NAKAMURA,Jul 16 2023,n/a,53.0,15
Proxy - Ultimate Hacker,Simulation,$7.99,Ready Play Games,Oct 14 2016,n/a,91.0,12
The Black Within,"Adventure, Casual, Indie",$5.99,waleedzo,May 30 2024,n/a,89.0,37
Blob From Space,"Casual, Indie",$1.99,JosPlays,Jul 4 2020,n/a,60.0,30
FarWest Colony,"Action, Adventure, Indie, RPG, Early Access",$12.99,Cetin Sahinoz,Dec 15 2023,n/a,61.0,31
We Love Katamari REROLL+ Royal Reverie,Action,$29.99,MONKEYCRAFT Co. Ltd.,Jun 1 2023,n/a,95.0,1465
SlapBR,Action,Free To Play,John Kircher,Dec 8 2021,n/a,92.0,203
Dragon's Dogma 2 Character Creator & Storage,Free To Play,Free To Play,"CAPCOM Co., Ltd.",Mar 7 2024,n/a,79.0,1837
The Call,"Action, Adventure, Casual, Indie",Free To Play,Grey Reality Studios,Aug 8 2018,n/a,52.0,25
Minimal,"Casual, Indie",$2.99,Gammosaur,Dec 16 2016,n/a,80.0,21
I WILL BE THERE,Adventure,$5.99,Tayfun Tuna,Feb 14 2023,n/a,90.0,32
D1896,"Action, Adventure, Indie",$4.99,Arkhouse Telegraph,Nov 15 2019,n/a,50.0,20
Deep Space Shooter,"Action, Indie",$0.99,Altair Game,Nov 15 2018,n/a,72.0,22
Friendship with Benefits,Indie,$10.99,TwistedScarlett60,Nov 4 2020,n/a,96.0,1335
TurnSignal,"Software Training, Utilities",Free,Ben Otter,Jul 30 2017,n/a,91.0,680
Lightstep Chronicles,"Adventure, Indie",$9.99,Eipix Entertainment,Aug 1 2019,n/a,77.0,31
Library Fantasy,"Action, Adventure, Indie, RPG",$29.99,Lieb,Feb 14 2024,n/a,100.0,10
See You Later,"Casual, Indie, RPG",$1.99,"琉璃花糖制作组, Garakowa Marshmallow",Feb 14 2023,n/a,88.0,79
Chunker,"Action, Adventure, Casual, Indie, Early Access",$12.99,SHIFTRICK,Jul 24 2020,n/a,57.0,19
Pirate Fighting Simulator,"Action, Simulation",Free To Play,Uncommon UTD,Nov 13 2023,n/a,89.0,730
I'll Do It Tomorrow,"Adventure, Indie",Free,Luca Morotti,Jan 10 2024,n/a,96.0,54
Infinite Turtles,"Casual, Simulation, Strategy",$9.99,Charlie Brej,Jun 19 2022,n/a,97.0,42
Hoyeonjigi,"Adventure, Casual, Indie",$3.99,Yurae,Nov 9 2018,n/a,85.0,60
ULTRAKILL,"Action, Indie, Early Access",$24.99,"Arsi ""Hakita"" Patala",Sep 3 2020,n/a,97.0,117286
Sharded World,"Action, Adventure, Casual, Indie, RPG, Early Access",$4.99,"N-Hance Studio, Nasty Cat",Jan 16 2023,n/a,75.0,137
7th Legion,"Action, Adventure, Strategy",$6.99,"Epic MegaGames, Vision Software",Jan 1 1997,n/a,62.0,56
PortalBox,"Casual, Indie, Strategy",$4.99,FancygodGame,Oct 15 2024,n/a,83.0,12
Hidden & Dangerous 2: Courage Under Fire,"Action, Strategy",$9.99,Illusion Softworks,Oct 21 2003,n/a,96.0,714
Agile firefighter,"Casual, Indie",$11.99,Laush Dmitriy Sergeevich,Jul 23 2022,n/a,100.0,10
MAZE,"Action, Adventure, Casual, Indie, RPG, Simulation, Early Access",Free To Play,重庆旋客文化传播有限公司,Jan 4 2024,n/a,52.0,23
Oedoshigusa,"Adventure, Indie, Simulation, Free To Play",Free,As-key,May 11 2024,n/a,82.0,17
A Bit of Tactics,"Indie, Strategy",$4.99,KreamLand,Jan 19 2023,n/a,87.0,16
The Looking Stone,"Free To Play, Massively Multiplayer, RPG",Free To Play,Magework Studios,Sep 6 2021,n/a,57.0,234
Groomer,"Indie, Simulation",$0.99,Racing Bros,Mar 11 2019,n/a,75.0,33
Zoom Player : Steam Edition,"Audio Production, Utilities, Video Production",$59.99,Inmatrix LTD,Apr 4 2014,n/a,68.0,54
OF MICE AND SAND -REVISED-,"Simulation, Strategy",$9.99,ARC SYSTEM WORKS,Mar 28 2018,n/a,79.0,258
Outmode,"Casual, Indie, Racing, Simulation",$7.99,Rockateer,Jun 22 2022,n/a,66.0,24
Cold Cable: Lifeshift,"Action, Adventure, Indie",$0.99,TW Gamedev,Mar 21 2019,n/a,64.0,17
Lawbringer,"Action, Indie",$3.99,Entropic Island,Feb 3 2023,n/a,70.0,20
Without Escape,"Adventure, Indie",$4.99,Bumpy Trail Games,Apr 24 2018,n/a,42.0,21
Arm of Revenge Re-Edition,"Action, Adventure, Indie",$4.99,MagicWing,Jan 13 2021,n/a,73.0,30
Hentai Killer: Girls & Chess,"Adventure, Casual, Indie, Massively Multiplayer, Strategy",$0.99,PlatSTUDIO,Jun 4 2021,n/a,72.0,81
Fighters Unleashed,"Action, Adventure, Indie",$4.99,Volens Nolens Games,Dec 27 2016,n/a,61.0,78
Andarin Weppes,"Adventure, Indie, Early Access",$2.99,Mötiv,Jun 19 2024,n/a,90.0,32
Sex Gym,"Action, Adventure, Casual, Indie, RPG, Simulation",$1.99,LTZinc,Apr 14 2023,n/a,78.0,42
Hotel Giant,"Simulation, Strategy",$9.99,QLOC,May 14 2002,n/a,75.0,16
Ellisar,"Adventure, Casual, Free To Play, Indie",Free,Cogames Studio,May 9 2022,n/a,76.0,149
Who Is Zombie,"Casual, Indie, Simulation",$8.99,CINDYZ STUDIO,Feb 23 2022,n/a,56.0,23
X-Fire VR,"Action, Indie, Early Access",$14.99,Zenz vR,Feb 16 2018,n/a,45.0,11
Hitchhiker - A Mystery Game,"Adventure, Indie",$14.99,Mad About Pandas,Apr 15 2021,n/a,65.0,143
Abettor,"Action, Casual, Free To Play, Indie, RPG, Early Access",Free,Justin Avila,Sep 25 2021,n/a,86.0,22
Rosas are Red,"Casual, Indie",$9.99,Anduo Games,Nov 6 2023,n/a,94.0,117
Closed Island,"Adventure, Indie",$9.99,Phoenixxx Games,Sep 6 2022,n/a,81.0,11
Delivery Boy,"Indie, Simulation",$9.99,Poroshin Develop,Feb 15 2024,n/a,66.0,12
Eternity's Child,"Adventure, Indie",$4.99,"Luc Bernard, SilverSphereStudios",Jul 31 2008,n/a,14.0,57
Title_Pending,"Adventure, Indie",$9.99,DEVBEEF,Sep 27 2022,n/a,96.0,329
Mono,Indie,[],JeliLiam,Mar 24 2017,n/a,79.0,34
Sunshine Love Chapter 1,"Casual, Indie, Simulation",$6.99,MrDots Games,Sep 2 2024,n/a,90.0,61
Broken Sword 3 - the Sleeping Dragon,Adventure,$5.99,Revolution Software Ltd,Nov 14 2003,n/a,55.0,643
The Penguin Factory,"Casual, Indie, Strategy",$1.99,Battenberg Software,Jun 7 2019,n/a,100.0,12
Mythical Mayhem,"Indie, RPG, Strategy",$14.99,dragons1ayer studios,Mar 9 2024,n/a,94.0,17
3D PUZZLE - Hospital 1,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy",$199.99,PUZZLE Games,May 9 2024,n/a,100.0,12
Crouching Pony Hidden Dragon,"Action, Indie, RPG",$1.99,Le Cortex,Jul 11 2014,n/a,47.0,21
The Vanishing of Ethan Carter,"Adventure, Indie",$19.99,The Astronauts,Sep 25 2014,n/a,87.0,6703
Catacombs 1: Demon War,"Adventure, Indie, RPG",$1.99,SimProse Studios,Jul 12 2017,n/a,55.0,20
Thief: Deadly Shadows,Action,$8.99,Ion Storm,Jun 11 2004,n/a,81.0,2122
Expelled,"Action, Adventure, Indie",$0.99,"Whited43, Fantsize",Nov 1 2017,n/a,55.0,43
Supernatural Rules Suppress Ghosts,"Adventure, RPG, Strategy",$3.99,LL,Jul 5 2024,n/a,92.0,40
Flip the Table,"Action, Indie, Simulation",Free To Play,Barracuda Disaster,Dec 13 2017,n/a,61.0,18
Deadly Cosmic,"Action, Adventure, Indie",$0.99,"Cupana Games, Felipe Maia, Victor Luccas Frey",Apr 29 2021,n/a,95.0,21
Lethal Women: World of Femdom and Espionage,"Adventure, Indie, RPG",$9.99,MJZ42,Aug 15 2024,n/a,91.0,12
Archibald's Adventures,"Action, Adventure, Casual, Indie",$4.99,Rake in Grass,Jun 10 2016,n/a,95.0,63
8-Bit Invaders!,"Indie, Simulation, Strategy",$14.99,Petroglyph,Dec 16 2016,n/a,82.0,395
Rise of the Pirates,"Action, Adventure, Free To Play, Indie, Massively Multiplayer, RPG, Early Access",Free To Play,Ravanok,Jan 17 2019,n/a,71.0,92
Star Trucker,Simulation,$24.99,Monster and Monster,Sep 3 2024,n/a,76.0,2855
Sayonara Golden Days,Indie,$1.99,NotDeadLuna Studio,May 19 2021,n/a,97.0,77
Syder Arcade,"Action, Indie",$9.99,Studio Evil,Oct 24 2013,n/a,85.0,436
Disco Elysium - The Final Cut,RPG,$39.99,ZA/UM,Oct 15 2019,n/a,93.0,93460
Hoples,"Action, Casual, Indie, Racing, Simulation",$9.99,Amfich,Jun 22 2021,n/a,69.0,13
Creeper World 4,"Action, Casual, Indie, Simulation, Strategy",$24.99,Knuckle Cracker,Dec 3 2020,n/a,95.0,3933
TrainerVR,"Casual, Indie, Simulation",$9.99,Sumalab,Dec 27 2017,n/a,94.0,58
Memory Quickie,"Casual, Free To Play",Free,Lubiii,May 3 2024,n/a,91.0,24
Gravity Well,"Action, Indie",$0.99,Black Engine Games,Jun 20 2018,n/a,100.0,11
VR Coaster Extreme,"Casual, Indie, Simulation, Early Access",$4.99,George Cook,Apr 18 2017,n/a,53.0,13
Quick Draw,Action,$0.99,Playing With Matches,Jan 10 2017,n/a,67.0,28
Kumoon : Ballistic Physics Puzzle,"Action, Casual, Indie, Simulation",$2.99,Lucky You Studio,Nov 10 2015,n/a,50.0,34
TerraScape,"Casual, Indie, Simulation, Strategy",$14.99,Bitfall Studios,Jul 17 2024,n/a,87.0,1183
Lost Items,"Free To Play, Indie, Early Access",Free To Play,ZoR Dev,Aug 3 2017,n/a,76.0,38
The Last Man Survivor,"Action, Early Access",$4.99,Renderise,Oct 24 2024,n/a,79.0,106
IdleOn - The Idle RPG,"Casual, Indie, Massively Multiplayer, RPG, Simulation, Free To Play, Early Access",Free To Play,Lavaflame2,Apr 2 2021,n/a,78.0,18214
Cleo's Lost Idols,"Casual, Free To Play, Indie, Simulation, Strategy",Free To Play,Tomb Team,Nov 16 2017,n/a,62.0,45
Guardian,"Action, Adventure, Casual, Indie",Free To Play,Black Banshee Studios,Aug 17 2022,n/a,63.0,11
"Dr Livingstone, I Presume? Reversed Escape Room","Adventure, Indie",$14.99,Vulpesoft,May 20 2021,n/a,73.0,86
Another Farm Roguelike,"Casual, Indie, Simulation",$2.99,Zabbo Games,Nov 30 2022,n/a,83.0,399
In The Backrooms,"Action, Adventure, Indie, Simulation",$0.99,BLOCK 211,Dec 9 2022,n/a,61.0,126
Stormhill Mystery: Family Shadows,"Adventure, Casual, Indie",$6.99,Specialbit Studio,Jan 28 2019,n/a,79.0,132
Wayward Terran Frontier: Zero Falls,"Indie, RPG, Simulation, Early Access",$29.99,Reason Generator Inc.,Feb 11 2016,n/a,68.0,448
Prince of Persia®: The Sands of Time,"Action, Adventure",$9.99,Kudosoft,Dec 2 2003,n/a,86.0,3880
AQUA KITTY UDX,"Action, Indie",$6.99,TIKIPOD,May 18 2023,n/a,86.0,37
The Ball,"Action, Adventure, Indie, Strategy",$9.99,Teotl Studios,Oct 26 2010,n/a,74.0,785
Burnout Drift,"Indie, Racing, Simulation, Sports",$2.99,BoneCracker Games,Mar 28 2019,n/a,36.0,19
MVR,"Indie, Racing, Early Access",Free,Kiririn,Feb 12 2022,n/a,34.0,29
Pixelmancer,"Action, Casual, Indie, Early Access",$2.99,Gem Bear Games,Oct 14 2022,n/a,100.0,10
Bully: Scholarship Edition,"Action, Adventure",$14.99,Rockstar New England,Oct 21 2008,n/a,84.0,29594
The Bridge Curse 2: The Extrication,Adventure,$24.99,SOFTSTAR ENTERTAINMENT,May 9 2024,n/a,92.0,1522
Empires of the Undergrowth,"Simulation, Strategy",$29.99,Slug Disco,Jun 7 2024,n/a,94.0,12565
Chamber of Darkness,"Adventure, Indie",$3.99,The Crow Studios,Oct 10 2018,n/a,33.0,33
BOY BEATS WORLD,"Action, Adventure, Indie",$9.99,Duckbridge,May 28 2021,n/a,100.0,10
Fairy Massage: Lite,"Casual, Indie, Free To Play",Free To Play,Loolust,Jul 25 2024,n/a,77.0,66
Power Network Tycoon,"Indie, Simulation, Strategy, Early Access",$14.99,David Made This,Feb 12 2024,n/a,100.0,11
Puzzle for Kids,"Adventure, Casual, Indie, Simulation, Strategy",$1.99,Boogygames Studios,Feb 6 2018,n/a,36.0,11
Ys: Memories of Celceta,"Action, RPG",$24.99,Nihon Falcom,Jul 25 2018,n/a,92.0,751
Pool Adventure,"Adventure, Indie",$0.99,Uintani,Nov 7 2021,n/a,41.0,12
Red Nose Guy Suika,"Casual, Indie",$1.99,Freya Games,Apr 5 2024,n/a,100.0,11
Intensive Exposure,"Action, Indie, Simulation",$4.99,Fireline Games,Sep 6 2016,n/a,85.0,128
Winging It,"Action, Indie",Free To Play,Pixelvex LLC,Feb 11 2022,n/a,100.0,43
Take Over Body,"Casual, Indie",$0.99,GGaming,Nov 22 2021,n/a,70.0,17
Clothing Store Simulator: Prologue,"Casual, Indie, Simulation, Free To Play",Free,Kiki Games,May 23 2024,n/a,87.0,389
Survivors Of The Zombie World,"Action, Adventure, Indie, Early Access",$3.99,Dafu Game Studio,Aug 22 2024,n/a,77.0,22
RANK RUNNER,"Action, Casual, Indie",$0.99,Iterative Interactive,Aug 2 2019,n/a,70.0,10
Carom Billiards,"Simulation, Sports",$4.99,Pix Arts,Jul 3 2020,n/a,18.0,11
符文女孩/Rune Girl,"Adventure, Casual, Indie, RPG",$0.99,AFOG,Jun 28 2019,n/a,68.0,1565
Leisure Suit Larry 3 - Passionate Patti in Pursuit of the Pulsating Pectorals,Adventure,$3.99,"Assemble Entertainment, Sierra Entertainment",Dec 18 2017,n/a,79.0,29
Escape Room,Adventure,$0.99,AppFactoryHaru-Ni,Jun 30 2017,n/a,42.0,14
Tuttle: Star Flower Harvest,"Casual, Indie, Simulation",$5.99,Ismael Rodriguez,Jun 20 2023,n/a,100.0,32
Shatter Keep,"Action, Casual, Indie",Free,Freethrow,May 7 2021,n/a,80.0,57
Survivor Island,"Indie, Simulation, Early Access",$0.99,SGStudio Games,Mar 8 2018,n/a,63.0,22
Ira,"Action, Indie",$19.99,ABShot,Oct 3 2023,n/a,75.0,137
Rhythm Journey,"Casual, Indie",$5.99,MELOVITY,Apr 16 2022,n/a,79.0,101
Hyperdimension Neptunia U: Action Unleashed,"Action, RPG",$14.99,"Idea Factory, Compile Heart, Tamsoft",Mar 21 2016,n/a,91.0,2513
Das Geisterschiff Remixed,"Adventure, Indie, RPG",Free,Graverobber Foundation,Mar 18 2019,n/a,100.0,10
Chronicles of the Witches and Warlocks,"Adventure, Casual",$4.99,8Floor,Nov 18 2015,n/a,71.0,149
Moirs,"Action, Casual, Indie",$4.99,XVVX STUDIO,Jun 30 2020,n/a,100.0,16
Vektor Wars,"Action, Casual, Indie",$9.99,Reset Games Ltd,Jun 4 2015,n/a,77.0,36
Sharing Lights,"Indie, Strategy",Free To Play,Rémi Adriano,Mar 4 2022,n/a,95.0,24
Winter Survival: Prologue,"Action, Adventure, Free To Play",Free,DRAGO entertainment,Feb 15 2023,n/a,67.0,553
Picma - Picture Enigmas,"Casual, Indie, Free To Play, Early Access",Free To Play,Moonberry Arcade,Apr 17 2023,n/a,74.0,141
Saint Kotar: The Yellow Mask,"Adventure, Indie",$0.99,Red Martyr Entertainment,Jun 17 2020,n/a,66.0,18
That Time I Got Reincarnated as a Slime ISEKAI Chronicles,"Action, RPG",$49.99,"ZOC Co.,Ltd.",Aug 7 2024,n/a,47.0,207
Nightmare (Incubo),"Adventure, Indie",$6.99,inngamezstudio,Jan 31 2019,n/a,76.0,161
Goober Dash,"Action, Casual, Indie, Massively Multiplayer, Racing, Early Access",Free To Play,Winterpixel Games Inc.,Dec 4 2023,n/a,96.0,83
Ludus,"Action, Adventure, Indie, RPG, Simulation, Strategy",$9.99,Cheesecake Dev,Feb 20 2020,n/a,71.0,666
Super Mutant Alien Assault,"Action, Indie",$9.99,Cybernate,Aug 20 2015,n/a,90.0,95
Murder In Tehran's Alleys 2016,Adventure,$9.99,RSK Entertainment,Jun 8 2017,n/a,60.0,10
Dungeon Dreams,RPG,$11.99,DDreams Games,Feb 20 2019,n/a,92.0,199
Bulldozer,"Action, Casual, Indie, Racing",$0.99,NanningsGames,Jul 31 2020,n/a,94.0,17
Archery,"Action, Casual, Indie, Simulation",$0.99,Easy game,Sep 13 2018,n/a,62.0,43
Ratings War,"Indie, RPG",$4.99,Choice of Games,Oct 2 2015,n/a,81.0,49
SLG Remix,"Adventure, Casual, Indie",$2.99,1812 Productions (PC Port),Jun 1 2016,n/a,43.0,30
Draft Day Sports: Pro Basketball 2021,"Indie, Simulation, Sports, Strategy",$14.99,Wolverine Studios,Nov 19 2020,n/a,63.0,38
LIFELIKE,"Indie, RPG, Early Access",$12.99,mntsstudio LLC,May 2 2023,n/a,100.0,10
Armoured Alliance,"Action, Strategy",$10.99,WobblyTrout,Feb 8 2019,n/a,100.0,12
Fragile,"Adventure, Indie",$9.99,Beer Night Studio,Nov 11 2020,n/a,64.0,377
Void Prison,"Action, Casual, Indie",$2.99,Lazy Flock,May 19 2022,n/a,84.0,63
The Path,"Adventure, Indie",$9.99,Tale of Tales,Mar 18 2009,n/a,79.0,771
Rat Racer,"Indie, Racing, Simulation, Early Access",$5.96,jacku,Mar 12 2020,n/a,83.0,31
Sign Motion,"Adventure, Indie",$9.99,Midnart,Oct 24 2014,n/a,61.0,70
Silver Knight,"Action, Adventure, Casual, Indie, RPG, Early Access",$0.99,Wojciech Krupinski,Jan 15 2016,n/a,68.0,48
KONOSUBA - God's Blessing on this Wonderful World! Love For These Clothes Of Desire!,"Action, Adventure, Casual",$49.99,MAGES. Inc.,Feb 7 2024,n/a,90.0,121
Haunted Investigation,"Action, Adventure, Indie",$3.99,Interactive Wave Studios,Aug 18 2023,n/a,84.0,178
Karmaflow: The Rock Opera Videogame - Act I & Act II,"Adventure, Indie",$4.99,Basecamp Games,May 6 2015,n/a,73.0,94
Hot Milf 9,"Casual, Indie",$0.99,Cyber Keks,Oct 30 2022,n/a,83.0,12
"STAR WARS™ Dark Forces (Classic, 1995)",Action,$5.99,LucasArts,Feb 15 1995,n/a,89.0,2254
Cash_Out,"Action, Early Access",$4.99,Untouch,May 27 2015,n/a,78.0,38
Nephise,"Adventure, Casual, Indie",$0.99,Tonguç Bodur,Mar 14 2017,n/a,70.0,519
Cranky Cat,Casual,$2.99,March Entertainment,Jun 5 2013,n/a,84.0,13
Sumatra: Fate of Yandi,Adventure,$7.99,Cloak and Dagger Games,May 14 2019,n/a,97.0,140
Chinese Train Trip,"Adventure, Indie, Simulation",$3.99,Monavista dev,Mar 31 2022,n/a,31.0,19
Gods Of Isekai,"Free To Play, Massively Multiplayer",Free To Play,RossGirl Co. Ltd,Feb 10 2022,n/a,72.0,22
Trek to Yomi,"Action, Adventure",$19.99,"Leonard Menchiari, Flying Wild Hog",May 5 2022,n/a,72.0,1613
NAUS,"Action, Adventure, Casual",$29.99,Joi Max,Jun 22 2024,n/a,100.0,10
Artifact Adventure Gaiden,"Action, Indie, RPG",$9.99,bluffman,Jan 9 2018,n/a,84.0,50
Diggles: The Myth of Fenris,"Adventure, Strategy",$9.99,"Spieleentwicklungskombinat GmbH, General Arcade",Dec 14 2020,n/a,88.0,538
Enishia and the Binding Brand,RPG,$14.99,Shimobashira Workshop,May 10 2024,n/a,85.0,578
LASER LAB,"Casual, Free To Play, Indie",Free To Play,Ronald Wang,Sep 8 2022,n/a,93.0,238
Robot Soccer Challenge,"Casual, Indie, Racing, Sports",$14.99,Render System,Feb 18 2019,n/a,69.0,52
Dadlympics,"Action, Adventure, Casual, Indie, Simulation, Early Access",$3.99,Crinkle Games,Sep 19 2024,n/a,90.0,11
Touhou Fan-made Virtual Autography,"Action, Indie",$14.99,Northern Mind,Mar 20 2021,n/a,89.0,19
BlazBlue Entropy Effect,"Action, Adventure, Indie",$19.99,91Act,Feb 14 2024,n/a,94.0,20520
The Entente Gold,Strategy,$1.99,Lesta Studio,Aug 11 2003,n/a,47.0,590
Bio Bots,"Action, Casual, Free To Play, Indie",Free To Play,Bold Statement Games,Dec 26 2021,n/a,70.0,82
Raven,Casual,$2.99,Red River Games,May 29 2022,n/a,100.0,15
GREEN The Life Algorithm,"Action, Adventure, Indie, Strategy",$5.99,ESTACION PI Y DISEÑO,Nov 22 2019,n/a,71.0,14
Enhance VR,"Casual, Indie, Simulation",Free To Play,Virtuleap,Aug 6 2020,n/a,80.0,10
Wild Island Quest,"Adventure, Indie",$2.99,NLB project,Sep 4 2015,n/a,70.0,87
Stella of The End,"Adventure, Casual, Simulation",$19.99,VisualArts/Key,Sep 25 2023,n/a,98.0,1584
Fabledom,"Casual, Simulation, Strategy",$20.99,Grenaa Games,May 13 2024,n/a,86.0,4732
Mission Biotech,"Adventure, Simulation",Free,Virtual Heroes,Mar 1 2010,n/a,87.0,24
ELEA,"Adventure, Indie",$9.99,Kyodai Ltd,Aug 23 2019,n/a,46.0,45
Golden Rails: Harvest of Riddles,"Adventure, Casual, Indie, Strategy",$6.99,Alawar Casual,Dec 7 2023,n/a,90.0,11
The Christmas Spirit: Grimm Tales Collector's Edition,"Adventure, Casual",$9.99,Domini Games,Dec 13 2019,n/a,90.0,20
Through time the girl puzzle,"Casual, Indie, RPG, Simulation, Strategy",Free To Play,Philosophy♂,Sep 7 2023,n/a,93.0,825
DOWNFALLEN,"Action, Adventure, Indie",$0.99,DOWNFALLEN Team,Jan 27 2023,n/a,90.0,11
Cricket Revolution,"Indie, Simulation, Sports",$2.99,Mindstorm Studios,Oct 28 2009,n/a,47.0,93
Endless Firepower,"Action, Adventure, Casual, Indie, Early Access",$4.99,Endless Interactive,Oct 29 2021,n/a,68.0,19
TAGLINE,"Action, Adventure, Indie, Racing",$13.99,NOTH,Oct 5 2023,n/a,92.0,42
Poached : Hunt The Hunter,"Action, Adventure, Early Access",$2.99,Ingozi Games,Aug 26 2023,n/a,96.0,63
WHALIEN - Unexpected Guests,"Adventure, Casual, Indie",$19.99,Forbidden Folds,Jan 24 2023,n/a,100.0,23
Samantha Swift and the Hidden Roses of Athena,Casual,$9.99,MumboJumbo,Oct 31 2008,n/a,68.0,19
KNIGHTS,"Casual, Indie, Strategy",$0.99,Arzola's,May 30 2016,n/a,93.0,715
The Citadel,"Action, Casual, Indie",$14.99,"doekuramori, Top Hat Studios Inc",Aug 5 2020,n/a,94.0,1118
Choice of the Petal Throne,"Indie, RPG",$4.99,Choice of Games,Apr 10 2015,n/a,50.0,18
Fake Colours,"Casual, Indie, Strategy",$14.99,"Beyond-Limits-Games, FCG",Jan 1 2015,n/a,89.0,28
Robot.Start - Puzzle Game,"Casual, Indie, Strategy",$0.99,Misc.261,Apr 26 2021,n/a,100.0,20
Cats Everywhere,"Adventure, Casual, Indie",$0.99,Cintila Games,Feb 20 2024,n/a,98.0,126
Noise,"Adventure, Indie",$4.99,Talentplace,Oct 13 2019,n/a,55.0,143
Chime,Casual,$4.99,Zoë Mode,Sep 6 2010,n/a,94.0,625
Headliner: NoviNews,"Adventure, Indie, Simulation",$13.99,Unbound Creations,Oct 23 2018,n/a,88.0,709
Kristallijn,"Adventure, Indie, Simulation",$4.99,Gaël Bourhis,Oct 1 2020,n/a,100.0,20
Street Fighter® IV,Action,[],Capcom,Jul 7 2009,n/a,66.0,473
War Robots,"Action, Free To Play",Free To Play,MY.GAMES HOLDINGS LTD,Apr 5 2018,n/a,60.0,24189
Pylow,"Action, Indie",Free To Play,Codev Games,Jul 31 2018,n/a,51.0,58
Touhou: Fading Illusion,"Adventure, Casual, Indie, Free To Play, Early Access",Free To Play,Indie Game Order,Dec 5 2022,n/a,93.0,192
Sad City 42,"Action, Adventure, Casual, Indie, RPG",$0.99,Narko Games,Dec 28 2017,n/a,34.0,26
Case 02: Paranormal Evil,"Adventure, Casual, Indie, RPG",$5.99,"Sounding Stone / 老奉毊, MaouCat Studio / 魔王貓工作室",Sep 13 2021,n/a,96.0,28
nothing & nowhere,"Casual, Indie",$4.99,ebi-hime,May 18 2020,n/a,78.0,33
KUNAI,"Action, Adventure, Indie",$16.99,TurtleBlaze,Feb 6 2020,n/a,77.0,399
Burger,"Action, Adventure, Casual, Indie, Simulation, Free To Play",Free,Galactic Workshop,May 17 2024,n/a,80.0,1185
Tribal Pass,"Action, Adventure, Indie",$6.99,"Tribe Tea, Stas Shostak, Evgeniy Yudin, Alexzander Protasenya, Ruslan Viter",Aug 26 2016,n/a,74.0,250
Mystery of Unicorn Castle: The Beastmaster,"Adventure, Casual",$6.99,Meridian'93,Dec 2015,n/a,94.0,36
Through the Mirror,"Action, Casual, Indie",$4.99,Cleiton Oliveira,Jan 7 2017,n/a,81.0,65
The Cameron Files: The Secret at Loch Ness,"Adventure, Casual",$2.99,Microids,Nov 1 2001,n/a,67.0,52
Quell Memento,Indie,$3.99,Fallen Tree Games Ltd,May 14 2015,n/a,95.0,155
Tales of the Neon Sea,"Adventure, Indie",$16.99,YiTi Games,Apr 29 2019,n/a,86.0,2695
Hot Brass,"Action, Indie, Strategy",$14.99,Walk with Kings,Feb 26 2021,n/a,80.0,433
Nyakori's Rabbit Doll,Indie,$2.99,赤瞳大白猫,Feb 2 2020,n/a,95.0,1182
Moose Miners,"Casual, Indie, Simulation, Strategy",$9.99,Lingon Studios,May 10 2024,n/a,66.0,305
CLASH! - Battle Arena,"Action, Indie",$5.99,Mason Butterwick,Feb 20 2019,n/a,81.0,11
Deep Space Gardening,"Action, Indie",$14.99,Nevolane,Feb 13 2023,n/a,72.0,22
GASERB,"Casual, Free To Play, Indie",Free To Play,Altug Alpcan Yasar,Jan 28 2022,n/a,100.0,21
The Murder of Sonic the Hedgehog,"Casual, Free To Play, Indie, Simulation",Free,SEGA,Mar 31 2023,n/a,97.0,21919
Sym,Indie,$7.99,Atrax Games,May 7 2015,n/a,80.0,21
Snail's Knock Out!,"Action, Casual, Indie, Early Access",$3.98,MUTAN,May 22 2024,n/a,100.0,16
