Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
Waiting for the Loop,"Adventure, Casual, Indie",$1.99,Side Group,Jan 11 2018,n/a,100.0,11
Save the Earth,"Casual, Indie, Simulation, Strategy",Free To Play,GameFirst,Jan 10 2023,n/a,82.0,115
Caesar™ 3,"Simulation, Strategy",$5.99,Impressions Games,May 30 1999,n/a,92.0,1778
Home Behind,"Adventure, Casual, Indie, RPG, Simulation, Strategy",$5.99,TPP Studio,Jun 2 2016,n/a,84.0,4751
Her Majesty's Ship,Strategy,$9.99,"Every Single Soldier, Wastelands Interactive",Jul 12 2019,n/a,45.0,95
Octodad (Student Edition),"Adventure, Indie, Simulation, Free To Play",Free,"Young Horses: Free Range, Young Horses",Apr 25 2023,n/a,93.0,96
Tomb Raider: Underworld,"Action, Adventure",$8.99,Crystal Dynamics,Nov 21 2008,n/a,76.0,5281
Down and Out,"Action, Adventure, Indie, Simulation",$14.99,Zatun,Dec 14 2021,n/a,66.0,18
Life Not Supported,"Adventure, Simulation, Early Access",$18.99,Sam Stubbings,Jun 26 2023,n/a,68.0,129
Model Melissa,"Casual, Indie",$4.99,Dharker Studios,May 15 2020,n/a,66.0,24
Forklift Simulator,"Casual, Simulation",$19.99,Bandsoft,Aug 29 2024,n/a,62.0,48
Legend Creatures(传奇生物),"Casual, Indie, Strategy",$4.99,HideChara,Mar 31 2020,n/a,90.0,3736
FURRY BACKROOMS,"Action, Adventure, Casual, Indie, Massively Multiplayer, Simulation",$2.99,"Unreal Quality Games, Rosa Special Studio",Mar 25 2024,n/a,70.0,295
Kawaii Rainbow Portal,"Casual, Indie",$1.99,CSM,Mar 27 2018,n/a,70.0,30
Shogun Showdown,"Indie, RPG, Strategy",$14.99,Roboatino,Sep 5 2024,n/a,95.0,3460
The Gravehouse,"Action, Adventure, Indie",$9.99,Nuwenu Studio,Jan 6 2023,n/a,75.0,16
Diamond Caves,"Action, Casual, Indie",$8.99,diamond productions,Nov 15 2018,n/a,91.0,37
Jigsaw Puzzles Infinite,"Casual, Indie, Simulation, Strategy, Free To Play",Free To Play,Bartek Karczmarczyk,Apr 2 2023,n/a,86.0,335
Diebrary,"Action, Casual, Indie, RPG",$4.99,Other Ocean Interactive,Aug 1 2023,n/a,62.0,24
Nightmare Adventures: The Turning Thorn,"Adventure, Casual",$6.99,Ghost Ship Studios,Apr 17 2017,n/a,77.0,18
Survive in Angaria,"Adventure, Casual, Indie, RPG",$4.99,Cloaz Studio,Mar 22 2018,n/a,68.0,25
Misericorde: Volume One,"Adventure, Casual, Indie",$8.99,XEECEE,Mar 23 2023,n/a,98.0,229
Drunk Woman,"Casual, Indie",$0.99,4XPet,Aug 15 2024,n/a,58.0,12
Psychedelica of the Black Butterfly,Adventure,$29.99,IDEA FACTORY,Nov 15 2018,n/a,85.0,683
Iron Grip: Warlord,"Action, Indie",[],ISOTX,Dec 5 2008,n/a,87.0,240
Crazy Machines Elements,"Casual, Strategy",$9.99,Fakt Software,Dec 6 2011,n/a,82.0,23
Defending Territory,"Casual, Indie, Simulation, Strategy, Early Access",$7.99,Fantasy Island,Sep 7 2019,n/a,33.0,12
Isekai Frontier,"Action, Adventure, RPG, Early Access",$9.99,ESTRELLA GAME,Jun 18 2024,n/a,78.0,19
ONE DAY for Ched,"Action, Adventure, Indie",$2.99,Bs1 & Bslteam,Sep 12 2014,n/a,39.0,58
Tank: M1A1 Abrams Battle Simulation,Simulation,$6.99,"Sphere, Inc.",Jan 1 1989,n/a,69.0,13
XP Soccer,"Casual, Indie, Sports",$6.99,"Dave XP, Felipe Cartin, Andres Cartin, Alberto Cartin, Esteban Ugalde, Daniel Somarribas, Alejandro Guillen",Nov 11 2022,n/a,83.0,114
CampNight,"Action, Adventure, Indie, Strategy",Free To Play,gamepanter,Nov 5 2022,n/a,92.0,14
Green Hell,"Action, Adventure, Indie, Simulation",$27.99,Creepy Jar,Sep 5 2019,n/a,86.0,55255
Town Keeper,"Casual, Indie, Strategy",$8.99,Napas Torteeka,Sep 19 2024,n/a,96.0,26
Carnivores: Dinosaur Hunt,"Action, Adventure, Casual, Sports",$14.99,Digital Dreams Entertainment,Aug 22 2022,n/a,63.0,164
Tetragon,"Adventure, Casual, Indie",$9.99,Cafundo Estudio Criativo Eireli,Aug 12 2021,n/a,78.0,23
Ponpu,"Action, Indie",$14.99,Purple Tree Studio,Dec 2 2020,n/a,66.0,36
Potion Brew: Co-op,"Casual, Simulation",$4.99,Soulwarmers Games,Nov 30 2023,n/a,84.0,46
Heart's Medicine - Doctor's Oath,"Adventure, Casual, Indie, Simulation",$17.99,"Blue Giraffe, GameHouse",Jun 25 2020,n/a,63.0,166
Mount & Blade,"Indie, RPG",$9.99,TaleWorlds Entertainment,Sep 16 2008,n/a,92.0,5015
Twinship,"Casual, Indie, Strategy",$1.99,RewindApp,Mar 14 2019,n/a,87.0,16
Underworld Idle,"Free To Play, Indie, Strategy",Free To Play,Aleksandr Golovkin,Feb 2 2023,n/a,72.0,1074
Turmoil,"Indie, Simulation, Strategy",$12.99,Gamious,Jun 2 2016,n/a,92.0,11468
Dwarf Journey,"Action, Adventure, Indie, RPG",$9.99,Orube Game Studio,Mar 5 2021,n/a,93.0,291
Furries & Scalies & Bears OH MY!,"Adventure, Indie",$9.99,"Stefan Klaus, Stegalosaurus Game Development",Jan 16 2019,n/a,46.0,13
Sex in the Sky,"Action, Adventure, Casual, Indie, RPG, Simulation",$1.99,LTZinc,Jul 28 2023,n/a,59.0,27
Interrogation Simulator,"Adventure, Casual, Indie, RPG, Simulation, Strategy",$1.99,Otis Miller,Oct 31 2022,n/a,95.0,40
Blue Whale,"Adventure, Indie",$3.99,Lissencephaly,Oct 31 2017,n/a,51.0,37
Synthalaxy,"Action, Casual, Free To Play",Free,Teal Nautical Narwhals,Sep 10 2022,n/a,100.0,15
Etched Memories Demo,"Adventure, Free To Play, Indie, Simulation",Free,From Scratch Studios,Feb 22 2021,n/a,70.0,117
Diesel Punch,"Action, Adventure, Indie",$1.99,Vadd Games,Jul 18 2020,n/a,89.0,28
Laid-Back Camp - Virtual - Lake Motosu,"Adventure, Casual",$19.99,"Gemdrops, Inc.",Mar 3 2021,n/a,79.0,335
Fursona Festival,"Adventure, Casual, Indie",Free,BubblegumDrgn,May 3 2023,n/a,91.0,49
VRocker,"Utilities, Early Access",$10.99,digitalsoulVR,Jun 18 2020,n/a,90.0,63
Mrs. Fantastic's Freaky Figurine Shop,"Casual, Free To Play, Strategy",Free,The Cotton Candy Collective,Jun 23 2022,n/a,100.0,10
Heroes of Hellas Origins: Part Two,"Adventure, Casual, Indie, Strategy",$6.99,Jaibo Games,Sep 28 2022,n/a,100.0,27
Roald Amundsen's House,Education,Free,Glitch Studios,Dec 14 2020,n/a,91.0,35
God Edge,"Action, Adventure, Indie, RPG",$4.99,Thomas Weaver Games,May 31 2022,n/a,90.0,11
Might and Magic: Heroes VII – Trial by Fire,"RPG, Strategy",$29.99,Limbic Entertainment,Aug 4 2016,n/a,65.0,1443
BE THE HERO,"Action, Adventure, RPG, Sports, Early Access",$19.99,EXPVR Inc.,Aug 25 2018,n/a,50.0,16
Nihilsearch,"Action, Adventure, Indie, RPG",$9.99,Team_Bug,Aug 28 2022,n/a,33.0,12
OshiRabu: Waifus Over Husbandos ~Love･or･die~,Adventure,$12.99,SukeraSomero,Jul 29 2021,n/a,82.0,531
Randal's Monday,"Adventure, Indie",$19.99,Nexus Game Studios,Nov 12 2014,n/a,77.0,1216
Engineer Alpha,"Casual, Indie, Simulation, Early Access",$9.99,Aaron Worcester,Nov 10 2021,n/a,79.0,24
Cute Girls: Find Secrets,Casual,$0.99,KuKo,May 19 2021,n/a,77.0,45
ALTF42,"Action, Adventure, Indie, Racing",$7.99,PUMPKIM,Jun 4 2024,n/a,76.0,408
Mavis Beacon Teaches Typing Family Edition,"Education, Software Training",$29.99,Bytes of Learning,Aug 18 2013,n/a,46.0,28
21 Days,"Adventure, Indie, Simulation",$1.99,Hardtalk Studio,Jun 16 2017,n/a,75.0,54
The Last Federation,"Indie, Simulation, Strategy",$19.99,"Arcen Games, LLC",Apr 18 2014,n/a,72.0,367
The Scrap,"Action, Adventure, Indie",$0.99,Adrian Domagalski,Aug 5 2023,n/a,25.0,12
Find the Birds,Free To Play,Free To Play,Thought Generation Society,Jan 12 2023,n/a,75.0,12
outside the door,"Casual, Indie",$1.99,basandaika games,Apr 9 2024,n/a,94.0,224
Vertigo 2,"Action, Adventure, Indie",$29.99,Zach Tsiakalis-Brown,Mar 30 2023,n/a,96.0,2110
Vectromirror 0™,"Action, Free To Play, Indie",Free,The Vectromirror Initiative,Jul 2 2020,n/a,85.0,463
Ink Cipher,Casual,$0.99,Chequered Ink Ltd.,Jul 2 2018,n/a,90.0,20
War Gun: Shooting Games Online,"Action, Massively Multiplayer, Simulation, Free To Play",Free To Play,XDEVS LTD,Jun 20 2023,n/a,48.0,90
Nobodies: Murder Cleaner,"Adventure, Casual, Indie",$6.99,Blyts,Sep 30 2019,n/a,91.0,301
Fit Puzzle Blocks,Casual,Free,NanningsGames,Sep 20 2022,n/a,85.0,71
Void Gore,"Action, Indie",$4.99,"Panda Indie Studio, Eastasiasoft Limited",Mar 1 2024,n/a,81.0,11
Dice Kingdoms,"Indie, Strategy",$14.99,Fivemid Studio,Apr 5 2024,n/a,83.0,390
Warriors & Castles,"Action, Indie, Early Access",$2.99,Estudio Raed Wulf,Jun 30 2015,n/a,69.0,36
The Hero Unmasked!,"Adventure, Indie, RPG",$6.99,Choice of Games,Jul 27 2017,n/a,86.0,23
STRIPPERS,"Action, Adventure, Casual, Indie, RPG, Simulation",$1.99,LTZinc,Apr 7 2023,n/a,84.0,33
Hartacon Tactics,"Indie, RPG, Strategy",$1.99,Charlie Fleed,Jan 1 2019,n/a,43.0,41
Voice of Cards: The Isle Dragon Roars,"RPG, Strategy",$29.99,Square Enix,Oct 28 2021,n/a,80.0,1138
Merge Together,"Casual, Indie, Strategy",$0.99,Logobojo,Nov 8 2024,n/a,100.0,12
The Cyber Masquerade,"Casual, Indie, Simulation, Free To Play",Free To Play,Spectre Sun,Feb 3 2024,n/a,76.0,26
Dawnbreaker - Aeon's Reach,"Action, Adventure, Casual, Simulation",$9.99,CrazySky3D,Nov 5 2021,n/a,57.0,49
Fluid Lander - フリュードランダー,"Action, Free To Play",Free To Play,toropippi,May 10 2019,n/a,96.0,188
Raid Healing,"Indie, RPG",$9.99,Mark Hartwig,Sep 23 2022,n/a,80.0,10
Universe Balancing Bureau,"Casual, Indie",Free,Game Kombinat,Jan 1 2018,n/a,92.0,27
Nyaaaanvy,"Action, Casual, Indie",$9.99,Team DigitalMind,Feb 21 2024,n/a,96.0,63
Among Ass 2: Butt Warfare,"Action, Casual, Indie",$0.99,Volens Nolens Games,Apr 23 2021,n/a,83.0,92
Fortress Building Puzzle,"Adventure, Casual, Indie, Simulation, Sports, Strategy",$0.99,Conglomerate 5,Apr 18 2022,n/a,66.0,12
Bub Block,"Action, Casual, Indie",Free,Roppy Chop Studios,Jun 2 2021,n/a,90.0,22
Need for Speed: Shift,Racing,[],Slightly Mad Studios,Sep 15 2009,n/a,77.0,2529
Re:Flex,"Action, Indie",$9.99,Marc Studio,Oct 9 2024,n/a,90.0,42
The Dead Await,"Indie, RPG, Strategy, Early Access",$12.99,Shotx,Oct 24 2024,n/a,73.0,56
Darkness and Flame: The Dark Side f2p,"Adventure, Casual",Free To Play,FIVE-BN GAMES,Dec 26 2018,n/a,75.0,216
3D PUZZLE - Medieval Inn,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy",$199.99,PUZZLE Games,Jun 22 2023,n/a,86.0,15
Windy Meadow - A Roadwarden Tale,Adventure,$9.99,Moral Anxiety Studio,Oct 16 2023,n/a,87.0,64
Garbage Truck Simulator,"Casual, Simulation",$12.99,Darius Bode,Feb 9 2023,n/a,73.0,123
Isle of Pan,"Adventure, Indie",$19.99,Dogū,Jan 10 2023,n/a,97.0,34
Valley of Decay,"Action, Free To Play, Indie, RPG",Free,Mario Papadopoulos,Jun 27 2019,n/a,66.0,106
Snowdome,"Adventure, Casual, Indie, RPG",$6.99,Lunatic Works,Jul 23 2020,n/a,90.0,195
True Dice Roller,Simulation,Free,MZero Games,Nov 16 2023,n/a,100.0,25
Alder's Blood: Definitive Edition,"Adventure, Indie, RPG, Strategy",$19.99,Shockwork Games,Apr 10 2020,n/a,62.0,201
Psychopath Massacre,"Action, Adventure, Indie",$3.75,Tarba Paul Cornel,Jun 7 2024,n/a,75.0,37
Mannequin Character Generator,"Design & Illustration, Game Development, Early Access",$29.99,AR14.works,Jul 31 2020,n/a,90.0,73
RŌA,"Adventure, Indie",$2.99,ARQUOIA,Aug 23 2016,n/a,64.0,17
Skibidi Toilets: Invasion,Action,$4.99,Quad Labs,Feb 13 2024,n/a,70.0,102
救う(SHE SAVE),Action,$4.99,いくちおすてご,Jul 14 2017,n/a,81.0,43
AOD: Art Of Defense,"Action, Free To Play, Indie, Strategy",Free To Play,Sateda,Dec 1 2020,n/a,78.0,337
Tangent Rush,"Casual, Indie, Early Access",$3.99,JOIS Games,Sep 13 2021,n/a,100.0,13
Still Joking,"Adventure, Indie",$14.99,Purple Brick Games,May 16 2024,n/a,91.0,24
BRUTALISTICK VR,"Action, Indie, Early Access",$9.99,Kubunautilus,Mar 31 2024,n/a,98.0,64
Railroad Engineer,"Casual, Indie, Simulation",$9.99,SP Digital Arts Inc.,May 19 2023,n/a,87.0,31
The Purge Dilemma,"Free To Play, Strategy",Free To Play,deemaso,Jun 26 2023,n/a,85.0,294
【VR】Physical Exam / イタズラ身体測定,Simulation,$19.99,SK Soft,Jan 18 2023,n/a,54.0,11
The Exaggerated Epoch of Edward O'Hare,"Action, Adventure, Free To Play",Free,Storyend Studios,May 13 2021,n/a,93.0,15
Codename Prodigy,"Action, Casual, Indie",Free To Play,Zero-Crossing Games,Dec 27 2022,n/a,93.0,15
螢幕判官 Behind the Screen,"Action, Adventure, Indie, RPG",$8.99,18Light Game Ltd.,Apr 3 2018,n/a,83.0,228
Orgynizer,"Casual, Strategy",$4.99,LizardFactory,Oct 12 2022,n/a,97.0,69
CAFE 0 ~The Drowned Mermaid~,"Adventure, Casual, Indie",$6.99,ROSEVERTE MYSTERY,Oct 11 2011,n/a,69.0,65
Savior of the Abyss,Adventure,$6.99,ALLAF GAMES,Aug 12 2021,n/a,75.0,220
Tavern Manager Simulator 🍻,"Casual, Indie, Simulation",$12.99,One More Time,Aug 13 2024,n/a,87.0,1617
Deck 'Em!,"Casual, Indie, Sports, Strategy",$2.99,Frosty Pop,Mar 7 2023,n/a,86.0,15
Long Night,"Action, Adventure, Indie",$4.99,Trickster Face,Jul 7 2014,n/a,46.0,64
Burg Wimmel,Casual,$0.99,Bangaroo Games,Mar 5 2023,n/a,95.0,21
Pinball Groupies,"Casual, Indie",$3.99,Motodestructo,Dec 21 2021,n/a,75.0,33
Islands of the Caliph,"Action, Adventure, Indie, RPG",$9.99,Schmidt Workshops,Sep 29 2023,n/a,89.0,208
aMAZE,"Adventure, Casual, Indie, Simulation, Strategy",$1.99,Blender Games,Mar 14 2017,n/a,82.0,645
Deity Empires,"RPG, Strategy",$24.99,BaileyHausdorff Systems,Sep 25 2018,n/a,88.0,312
Mars Colony:Challenger,"Adventure, Indie, RPG, Simulation",$4.99,HyperKat Games,Mar 4 2014,n/a,64.0,114
100 Capitalist Cats,"Action, Adventure, Casual, Indie, RPG, Simulation, Sports, Strategy, Free To Play",Free To Play,100 Hidden Animals,Jan 21 2024,n/a,97.0,2721
Manitas Kitchen,"Action, Adventure, Casual, Indie",$12.99,Little Arrow Games,Dec 15 2023,n/a,86.0,29
99 Waves,"Action, Casual, Indie, RPG",$3.99,"Cold9, Cosnow",Feb 2 2024,n/a,92.0,88
A Bad Day For A Hangover,"Action, Adventure, Casual, Free To Play",Free To Play,Ballistic Machine,Jun 20 2023,n/a,80.0,30
Bubbles the Cat,"Action, Adventure, Indie, Free To Play",Free To Play,Team Cats & Bears,Apr 12 2019,n/a,93.0,46
Diorama Builder,"Casual, Indie, Simulation",$4.99,Virtual Arts Studio,Jun 21 2024,n/a,95.0,278
Like a Dragon: Ishin!,"Action, Adventure",$59.99,Ryu Ga Gotoku Studio,Feb 21 2023,n/a,83.0,3749
Hold your houses,"Action, Strategy",$0.99,WhackAKey Games,Jan 30 2017,n/a,38.0,92
TankLab,"Action, Indie",Free To Play,U,Feb 12 2023,n/a,100.0,13
Year 500,"Action, Adventure",Free,The Breakers Entertainment,May 5 2023,n/a,88.0,17
Go Away My Fat,"Action, Casual, Indie",$1.99,MeatAtom,Mar 15 2018,n/a,92.0,26
Space Force,"Casual, Indie, Racing",$6.99,Semi Sağlam,Jun 1 2018,n/a,52.0,19
Ciel Fledge: A Daughter Raising Simulator,"Indie, Simulation",$9.99,Studio Namaapa,Feb 20 2020,n/a,66.0,95
Rubicon: Cubindom,"Indie, Strategy",$2.99,IgroMashina,Oct 24 2024,n/a,90.0,10
ULTRAWORLD EXODUS,"Free To Play, Indie",Free To Play,Neon Serpent LLC,Dec 4 2014,n/a,74.0,74
Dungeon Lad,Adventure,$5.99,Ghost Goats Games,Mar 31 2022,n/a,95.0,21
NecroCatic Clicker,"Casual, Free To Play",Free To Play,"Finn Pickart, NecroCatic Games",Sep 23 2024,n/a,75.0,24
Sky Caravan,"Adventure, Indie, RPG, Simulation",$9.99,Studio Bravarda,May 5 2022,n/a,100.0,36
Femdom Game World: Stepmother,Casual,$5.99,Femdom Game World,Apr 26 2024,n/a,36.0,11
I Am Bread,"Action, Adventure, Indie, Simulation",$12.99,Bossa Studios,Apr 9 2015,n/a,78.0,4705
Faircroft's Antiques: The Forbidden Crypt,"Adventure, Casual",$9.99,Boomzap Inc,Nov 20 2021,n/a,100.0,10
Parasomnia,"Action, Indie",$3.00,LilMemes Production,Feb 17 2023,n/a,72.0,75
Ascent,"Adventure, Indie",$4.99,SipmleSoft,Jul 20 2021,n/a,71.0,14
Flat Earth Simulator,Simulation,$2.99,The Truthtellers,Nov 11 2020,n/a,70.0,95
Gomoku Let's Go,"Casual, Indie, Strategy",$2.99,Studio Amateur,Jul 28 2021,n/a,88.0,749
Alek - The Lost Kingdom,"Action, Adventure, RPG, Strategy, Early Access",$19.99,Jessy Lemieux,Jan 16 2021,n/a,77.0,336
Raven's Hike,"Action, Adventure, Indie",$4.99,Wired Dreams Studio,Sep 6 2021,n/a,93.0,29
A Conversation With Mister Rabbit,Casual,$0.99,Sigyaad Team,Mar 5 2021,n/a,69.0,43
他人世界末 原声音乐集 On-looker-OST,"Adventure, Casual, Indie, RPG, Simulation",$3.99,8A studio,Aug 5 2020,n/a,96.0,25
PULSAR: Lost Colony,"Action, Adventure, Indie, RPG, Simulation",$19.99,Leafy Games,Jun 22 2021,n/a,89.0,4215
Cyanotype Daydream -The Girl Who Dreamed the World-,"Adventure, Casual",$39.99,Laplacian,Feb 9 2022,n/a,89.0,491
Art of Guile,"Action, Indie, RPG, Strategy, Early Access",$4.99,Unphysical Machinery,Aug 11 2017,n/a,82.0,17
Residual,"Action, Adventure, Indie",$19.99,Orangepixel,Sep 9 2021,n/a,71.0,21
Enola,"Adventure, Casual, Indie",$14.99,The Domaginarium,Sep 18 2014,n/a,66.0,105
Witch Epoch,"Action, Indie, Racing, Simulation",$24.99,Laush Dmitriy Sergeevich,Jun 13 2022,n/a,92.0,14
Barn Finders: The Pilot,"Adventure, Casual, Indie, Simulation",Free To Play,Duality Games,Apr 28 2020,n/a,91.0,496
Mining Mechs,"Adventure, Casual, Indie",$2.99,Delayed Victory,Oct 27 2023,n/a,90.0,1615
Drive 21,"Indie, Simulation",$9.99,Quadfix Games,Dec 20 2022,n/a,54.0,413
Fistful of Frags,"Action, Free To Play, Indie",Free,Fistful of Frags Team,May 9 2014,n/a,91.0,35935
Chronicles of Taldun: The Remainder,"Casual, Indie, RPG",$26.99,Square Weasel Studio,Mar 23 2022,n/a,96.0,106
Daemonologie,"Adventure, Indie",$2.99,Katanalevy,Oct 1 2024,n/a,97.0,102
Sniper Commando Attack,"Action, Indie",$1.99,FreezeNova,Jul 31 2019,n/a,50.0,12
Project XSTING,"Action, Casual, Indie, Early Access",$7.99,Saucy Melon,Jan 5 2024,n/a,100.0,14
The Scary Square,"Casual, Indie, Strategy",Free To Play,Lightning Games,Nov 27 2020,n/a,62.0,37
Door To Door,"Adventure, Casual, Indie",$4.99,CD Jones,Aug 2 2016,n/a,58.0,17
Switch 'N' Shoot,"Action, Casual, Indie",$3.99,Matt Glanville,Oct 17 2016,n/a,95.0,121
QUIT TODAY,"Action, Adventure, Indie, RPG",$11.99,"YOHCAN Co., Ltd.",Apr 2 2024,n/a,91.0,74
Dangerous Golf,"Action, Indie, Sports",$19.99,Three Fields Entertainment,Jun 2 2016,n/a,72.0,140
Melting World Online,"Adventure, Indie, Massively Multiplayer, RPG, Strategy",$14.99,Juvty Worlds,Oct 4 2018,n/a,49.0,59
Didactic Jesus Game,RPG,Free To Play,Joan Sabé Martínez,Dec 23 2022,n/a,88.0,17
Verto Studio VR,"Animation & Modeling, Design & Illustration, Game Development",$19.99,Verto Studio LLC,Jul 20 2017,n/a,85.0,14
Crystal Plague,"Action, Adventure, RPG, Early Access",$9.99,Ravelin Games,Aug 30 2022,n/a,100.0,11
Naval Armada: Fleet Battle,"Action, Casual, Massively Multiplayer, Simulation, Free To Play",Free To Play,XDEVS LTD,Dec 12 2019,n/a,55.0,169
KunKun dream Startles the Soul,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Sports, Strategy",$2.99,LDGHH,Jun 24 2024,n/a,78.0,276
My waifu guild,Indie,$1.99,Elementarium games,Oct 5 2021,n/a,94.0,248
UBERMOSH Vol.3,"Action, Indie",$0.99,Walter Machado,Aug 15 2016,n/a,89.0,416
Wondership Q,"Action, Adventure, Indie, RPG",$9.99,"Miracle Positive Co., Ltd.",Jul 18 2016,n/a,50.0,14
Ghost Janitors,"Action, Adventure, Indie, Early Access",$6.69,Interactive Wave Studio,Jun 7 2024,n/a,86.0,66
Wailing Heights,"Adventure, Indie",$9.99,Outsider Games,Apr 27 2016,n/a,74.0,106
The Labyrinth of Grisaia,"Adventure, Casual",$29.99,Frontwing,Jun 22 2016,n/a,88.0,123
Mission in Snowdriftland,"Action, Adventure, Casual, Indie",$6.99,tons of bits,Dec 1 2021,n/a,95.0,195
Two Souls,"Adventure, Casual, Indie",$3.99,01 Games,Jun 18 2024,n/a,100.0,16
Scarlet Hood and the Wicked Wood,"Adventure, Indie",$14.99,Devespresso Games,Apr 8 2021,n/a,84.0,173
Only Up: SKIBIDI TOGETHER,"Adventure, Casual, Massively Multiplayer, Simulation",$4.99,"Grand Technology Associates, Rosa Special Studio",Jul 12 2024,n/a,78.0,220
Back Then,"Adventure, Indie",$12.99,Octopus Embrace,Dec 8 2023,n/a,95.0,24
Good Morning World,"Adventure, Free To Play, Indie",Free,IL YA,May 3 2020,n/a,69.0,192
Orogenesis,"Adventure, Indie, RPG",$2.99,Samu,Oct 16 2018,n/a,77.0,36
A Night With: Bartender,"Casual, RPG, Simulation, Free To Play",Free,Naughty Narratives,Aug 1 2024,n/a,78.0,37
My Desktop Alive,"Casual, Simulation, Animation & Modeling, Design & Illustration, Utilities",$2.99,Tunnel Vision Studio,Dec 26 2018,n/a,66.0,24
HIIS,"Adventure, Indie, Simulation",$9.99,Bottled Fantasy Games,Feb 11 2021,n/a,80.0,10
Candlelight: Lament,"Adventure, Indie",$9.99,正方形劳伦斯,Aug 5 2024,n/a,94.0,55
Barro F22,"Casual, Indie, Racing",$4.99,SC Jogos,Apr 25 2022,n/a,86.0,350
Escape First Alchemist: Prologue,"Adventure, Casual, Indie",Free To Play,OnSkull Games,Nov 11 2022,n/a,83.0,80
Civilization IV: Beyond the Sword,Strategy,$9.99,Firaxis Games,Jul 24 2007,n/a,96.0,3287
Suna,"Adventure, Casual, Indie",$10.99,Tolga Yurtsev,Mar 12 2018,n/a,65.0,20
Rustbucket Rumble,"Action, Casual, Free To Play, Indie",Free,Reactor Zero,May 4 2015,n/a,56.0,375
Those Who Crawl,"Adventure, Indie, Free To Play",Free To Play,Hush Fin Games,Dec 26 2022,n/a,71.0,128
Swords & Bones,"Action, Adventure, Indie, RPG",$4.99,SEEP,Mar 1 2021,n/a,92.0,55
Radiant Arc,"Adventure, Indie, RPG",$5.99,"Linky317, Ori",May 30 2019,n/a,100.0,18
Teeny Tiny Town,"Casual, Indie, Simulation, Strategy",$6.99,Short Circuit Studios,Jul 3 2024,n/a,89.0,19
refarm,Simulation,$3.99,otterhands,Nov 1 2024,n/a,90.0,31
GEOTRA,Action,Free,Random,Nov 13 2023,n/a,77.0,18
Jianghu Survivor,"Action, Adventure, Casual, Indie, RPG, Strategy",$6.99,Surprising Studio,May 31 2023,n/a,87.0,1064
Find the Orange Narwhal,"Adventure, Indie, Free To Play",Free To Play,mcteamster,May 8 2024,n/a,100.0,15
Shift Quantum - A Cyber Noir Puzzle Platformer,"Action, Adventure, Indie",$19.99,Fishing Cactus,May 30 2018,n/a,90.0,41
Paw Paw Paw,"Action, Adventure, Indie",$9.99,Simpleton,Nov 13 2020,n/a,73.0,149
HBD-RPG,"Adventure, Casual, RPG",Free,PBKN,Sep 24 2023,n/a,84.0,13
Attack Of UNDO Zai,"Action, Casual",Free To Play,"CTRLZ Game Studio, UNDO Academy",Nov 30 2021,n/a,81.0,22
Sunless Skies: Sovereign Edition,"Adventure, Indie, RPG",$24.99,Failbetter Games,Jan 31 2019,n/a,84.0,2468
Loading Zone,"Casual, Indie",$2.99,Lukas Kolesar,Mar 14 2022,n/a,70.0,10
Touhou ~Red Empress Devil.,"Action, Indie, Early Access",$7.99,STUDIO POCO,Mar 7 2024,n/a,78.0,257
Loathful,Indie,$9.99,Fazerdoo,Apr 3 2024,n/a,85.0,41
ECO HOLE,"Adventure, Indie",$9.99,AIHASTO,Oct 7 2021,n/a,93.0,105
Sentou Gakuen: Revival Demo,"Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation",[],gakuen.org,Sep 2 2024,n/a,100.0,10
Tuesday JS visual novel engine,"Design & Illustration, Web Publishing, Game Development",Free To Play,kirill live,Apr 6 2021,n/a,95.0,21
GoodNight,Indie,$9.99,Solitary Studios,Mar 16 2022,n/a,72.0,18
Bad Sector HDD,"Casual, Indie",$0.99,Dan Ruscoe,Sep 3 2015,n/a,95.0,45
Disney Classic Games: Aladdin and The Lion King,Action,$19.99,Digital Eclipse,Oct 29 2019,n/a,69.0,255
Umihara Kawase BaZooKa!,Action,$29.99,Studio Saizensen,May 28 2020,n/a,64.0,17
S.T.R.E.T.C.H.,"Action, Indie",$0.99,ARGames,May 18 2018,n/a,75.0,12
The True Love Rings,"Casual, Strategy",$1.99,No.25,Jan 17 2023,n/a,75.0,309
Jack Is Missing,"Action, Adventure, Casual, Free To Play, Indie, Simulation, Strategy",$0.99,Kevin Yang Games,Aug 28 2018,n/a,48.0,27
BattleRush: Ardennes Assault,"Action, Massively Multiplayer",$14.99,TB Games,Jan 10 2019,n/a,50.0,54
Do Not Fall,"Action, Adventure, Indie",$9.99,XPEC Entertainment Inc.,Dec 18 2014,n/a,90.0,10
Lake of Voices,"Casual, Free To Play, Indie",Free,GB Patch Games,Aug 28 2018,n/a,95.0,575
The Goatman,"Action, Adventure, Simulation, Strategy",$4.99,MC Games,Jun 15 2018,n/a,68.0,354
The Hive,"Action, Adventure, Casual, Indie, RPG, Strategy",$14.99,Skydome Entertainment,Aug 25 2016,n/a,70.0,271
Z Steel Soldiers,Strategy,$12.99,TickTock Games,Aug 1 2014,n/a,52.0,172
