Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
Take the Cake,"Action, Adventure, Indie",$29.99,Ebenit,Nov 28 2017,n/a,90.0,21
Vomitoreum,"Action, Adventure, Indie",$9.99,Scumhead,Jul 30 2021,n/a,91.0,804
COIL,"Casual, Indie",[],Edmund McMillen and Florian Himsl,Feb 1 2008,n/a,82.0,160
Particle Fleet: Emergence,"Indie, Simulation, Strategy",$14.99,Knuckle Cracker,Sep 29 2016,n/a,92.0,1084
Stonefly,"Action, RPG",$16.99,Flight School Studio,Jun 1 2021,n/a,87.0,106
Foxhole,"Action, Indie, Massively Multiplayer, RPG, Strategy",$29.99,Siege Camp,Sep 28 2022,n/a,82.0,34254
Oppai Muse,Action,$1.99,OppaiMan 2D,May 18 2020,n/a,91.0,523
Pixel Puzzles 2: Halloween,"Casual, Indie, Simulation, Sports, Strategy",$4.99,Pixel Puzzles,Oct 21 2019,n/a,60.0,15
Table Manners: Physics-Based Dating Game,Simulation,$17.99,Echo Chamber Games,Feb 14 2020,n/a,57.0,352
Dreamwalker: Never Fall Asleep,"Adventure, Casual",$14.99,The House of Fables,Oct 18 2018,n/a,85.0,140
Raiders Of The Lost Island,"Action, Adventure, Casual, Indie",$12.99,Last Tales,Sep 2 2020,n/a,91.0,37
The Cross Horror Game,"Action, Adventure, Indie",$13.99,Next Generation Gaming,Jul 5 2019,n/a,44.0,18
Calcflow,"Design & Illustration, Education, Software Training, Utilities",Free,Nanome,Nov 10 2016,n/a,91.0,24
PowerNap: Ultimate Game Updater,Utilities,$3.99,Tasty Delicious Games,Jun 4 2021,n/a,85.0,20
STANDBY,"Action, Adventure, Indie, Racing",$2.99,Noclip,Jan 6 2017,n/a,76.0,89
七月-July,"Action, Adventure, Indie, RPG",$1.99,龙猫饭,May 11 2022,n/a,61.0,13
Dice World,"Casual, Indie, Early Access",$4.99,Honey Potion,Jun 15 2023,n/a,91.0,12
The Last Medic,"Adventure, Indie",$16.99,Seven Blue Pixels,Jan 15 2024,n/a,91.0,23
Dungeon Defenders: Awakened,"Action, Adventure, Indie, RPG, Strategy",$29.99,Chromatic Games,May 28 2020,n/a,69.0,3120
Pangea Survival,"Action, Indie, Massively Multiplayer, RPG, Simulation, Early Access",$9.99,Pangea Survival Development Team,Jun 19 2020,n/a,61.0,85
Kitty Kitty Boing Boing: the Happy Adventure in Puzzle Garden!,"Adventure, Casual, Indie",$4.99,Alex Hanson-White,Sep 7 2016,n/a,71.0,28
Total War: ATTILA,Strategy,$44.99,CREATIVE ASSEMBLY,Feb 17 2015,n/a,82.0,24046
Monster Energy Supercross - The Official Videogame,"Racing, Simulation, Sports",$19.99,Milestone S.r.l.,Feb 13 2018,n/a,83.0,715
Eternal Destiny,Strategy,$9.99,Office 5656,Apr 21 2016,n/a,78.0,217
Seed of the Dead,"Action, Casual, Indie",$14.99,TeamKRAMA,Dec 14 2018,n/a,79.0,986
PixageFX Studio,"Design & Illustration, Photo Editing, Utilities, Video Production, Game Development",$19.99,LizardWish,Apr 5 2021,n/a,89.0,115
Neon Warp,"Action, Casual, Indie",$1.99,Axel Sonic,Jul 29 2016,n/a,77.0,76
Golfing in Aether,"Casual, Indie, Racing, Simulation, Sports",$9.99,Vetron,Sep 23 2022,n/a,100.0,11
Synonymy,"Casual, Strategy",$1.99,Christopher Cinq-Mars Jarvis,Dec 12 2014,n/a,47.0,51
Gastova: The Witches of Arkana,"Action, Adventure, Indie, RPG, Early Access",$14.99,MechWolf Productions,Dec 6 2022,n/a,100.0,18
Fallen Hero: Rebirth,"Adventure, Indie, RPG",$6.99,Hosted Games,Mar 15 2018,n/a,96.0,386
Headspun,"Adventure, RPG",$10.99,Superstring,Aug 28 2019,n/a,51.0,27
Childhood Fears,"Action, Adventure, Indie, Strategy",$2.99,Montgomery Ferguson,Mar 26 2021,n/a,90.0,11
Fallout 4: Creation Kit,Game Development,Free,Bethesda Game Studios,Apr 25 2022,n/a,73.0,208
Final Match,"Casual, Strategy, Early Access",$3.99,Awakened,Jan 18 2018,n/a,46.0,15
Tents and Trees,"Casual, Indie, Strategy",$9.99,Frozax Games,Apr 23 2024,n/a,95.0,22
Employee Recycling Center,"Adventure, Casual, Indie",$3.99,Idea Cabin,May 15 2017,n/a,28.0,128
YOU DON'T KNOW JACK HEADRUSH,"Casual, Indie, Strategy",$2.99,"Jackbox Games, Inc.",Apr 20 1998,n/a,79.0,29
Exertus,"Action, Casual, Indie",$1.99,Loneminded,Aug 26 2019,n/a,86.0,280
Entities,"Action, Indie, Simulation",$7.99,EY-Studio,Oct 24 2024,n/a,63.0,47
Bomber Barn,"Action, Indie",Free To Play,Late Leaf Games,Jan 31 2020,n/a,58.0,62
Disneyland Adventures,Adventure,$19.99,"Frontier Developments, Asobo Studio",Sep 14 2018,n/a,90.0,565
The Island: Into The Mist,"Adventure, Casual, Indie, Simulation",$9.99,SUPERWAVE STUDIO,Jan 31 2019,n/a,66.0,182
Geoid,"Action, Casual, Indie",$9.99,Zen Relay Games,Jun 16 2017,n/a,90.0,10
The First Friend,"Adventure, Indie",$2.99,Alexander Westwater,Dec 10 2020,n/a,75.0,12
Elasto Mania II,"Casual, Indie, Racing, Simulation, Sports",$9.99,"Elasto Mania Team, Balazs Rozsa",Dec 13 2017,n/a,84.0,13
FINAL FANTASY V,RPG,$17.99,Square Enix,Nov 10 2021,n/a,88.0,1610
KARNAL,"Action, Indie",$2.99,George Horia Andrei,Jan 10 2024,n/a,66.0,18
Fragile Feelings,Casual,$12.99,ebi-hime,Oct 12 2023,n/a,96.0,33
Do Not Feed the Monkeys 2099,"Indie, Simulation, Strategy",$14.99,Fictiorama Studios,May 25 2023,n/a,71.0,812
Super Bout: Champion's Tour,"Action, Indie, Early Access",$1.99,"Strongkid, LLC",Sep 10 2021,n/a,100.0,11
Damage Inc. Pacific Squadron WWII,"Action, Simulation",$39.99,Trickstar Games,Aug 28 2012,n/a,61.0,18
Hunting Simulator VR,"Adventure, Indie, Simulation, Sports",$4.99,RIVERSIDE SPORTS,Dec 14 2018,n/a,31.0,19
Infinite Beyond The Mind,"Action, Adventure, Indie",$9.99,Emilie COYO,May 7 2020,n/a,78.0,14
Death Toll,"Action, Indie",Free To Play,DigitalDNA Games LLC,Apr 11 2018,n/a,72.0,298
Ukhar,"Action, Adventure, Indie",$0.99,Le Faucheur Kevin,Mar 14 2018,n/a,92.0,26
GalaxIverse,"Action, Casual, Indie",$0.99,Sub Orbital Software,Aug 16 2016,n/a,73.0,52
F.I.S.T.: Forged In Shadow Torch,"Action, Adventure, Indie, RPG, Simulation, Sports",$29.99,TiGames,Oct 2 2021,n/a,88.0,5779
絶叫死人（Zombie Scream）,"Action, Adventure, Casual, Indie",$5.99,"Vaka Game Magazine, ImCyan",Jun 2 2022,n/a,71.0,35
Bargain Hunter,"Casual, Indie, Simulation",$12.99,Silver Cow Studio,Nov 15 2018,n/a,50.0,16
Let`s not stay friends,"Casual, Indie",$5.99,Violet Feature,Nov 29 2017,n/a,79.0,286
Birthright,"Indie, RPG, Simulation, Early Access",$19.99,Red Ink Production,Oct 22 2020,n/a,66.0,12
Stargazer,RPG,$4.99,John Wizard,May 28 2015,n/a,73.0,79
Doodle WHAT?!,"Casual, Indie, Strategy, Early Access",$9.99,Binx.tv,Aug 2 2016,n/a,36.0,11
Soulslinger: Envoy of Death,"Action, Adventure, Indie, Early Access",$17.99,Elder Games,Dec 14 2023,n/a,71.0,219
Zodiacats,Casual,$1.99,Devcats,Jan 21 2022,n/a,98.0,884
Skinny & Franko: Fists of Violence,"Action, Adventure, Casual, Indie",$18.99,"Blue Sunset Games, Console Labs S.A.",Apr 28 2023,n/a,88.0,108
Global Soccer: A Management Game 2017,"Casual, Indie, Simulation, Sports, Strategy",$9.99,"Forever Young Games, Andrea Hochstein",May 24 2017,n/a,52.0,21
An English Haunting,Adventure,$13.99,Postmodern Adventures,May 22 2024,n/a,95.0,204
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,RPG,$39.99,"KOEI TECMO GAMES CO., LTD.",Apr 21 2021,n/a,91.0,287
Infinity Boob Clicker,Casual,$4.99,"Lemonhaze Studio, M4tthy5",Apr 5 2024,n/a,71.0,14
Second Front,"Indie, Simulation, Strategy",$34.99,Hexdraw,Jan 31 2023,n/a,78.0,543
J.U.R : Japan Underground Racing,"Casual, Indie, Racing, Simulation",$0.99,JDM4iK,Aug 13 2016,n/a,53.0,140
Call of War: World War 2,"Massively Multiplayer, Simulation, Strategy, Free To Play",Free To Play,Bytro Labs GmbH,Oct 21 2017,n/a,71.0,5422
Tell Some Story: Foz,"Action, Adventure, Indie",$9.99,Camelot.TDM,Feb 2 2023,n/a,91.0,110
Toilet Management Simulator,Simulation,$6.99,Cankut Keskin,Jul 27 2020,n/a,74.0,281
Aroma,"Adventure, Indie, Free To Play",Free To Play,"Oyashiro.dev, NTWL",Dec 9 2022,n/a,84.0,391
Cliper: A clipboard enhancement tool,"Design & Illustration, Utilities, Web Publishing",$1.99,Starship Studio,Jun 1 2020,n/a,52.0,17
Sky Knights,"Action, Indie, Strategy, Early Access",$9.99,Mudpike,Jul 27 2017,n/a,93.0,364
Dungeon Siege,RPG,$6.99,Gas Powered Games,Apr 5 2002,n/a,81.0,3424
NEVERLAND,"Action, Indie",$4.99,Víctor Núñez,Sep 15 2022,n/a,10.0,10
PlateUp!,"Action, Casual, Indie, Strategy",$19.99,It's happening,Aug 4 2022,n/a,95.0,14178
Spacemancer,"Casual, Free To Play, Indie",Free,DeithZireael,May 17 2022,n/a,91.0,12
Lawnmower Game 2: Drifter,"Casual, Indie, Racing",$0.99,"Tero Lunkka, Jacob Clevenger",Dec 6 2017,n/a,68.0,22
Wayhaven Chronicles: Book Three,"Adventure, Casual, Indie, RPG",$11.99,Hosted Games,Apr 6 2023,n/a,82.0,123
Murderous Pursuits,"Action, Indie, Simulation, Strategy",$9.99,Blazing Griffin,Apr 26 2018,n/a,66.0,372
The Feeble Files,Adventure,$5.99,"Adventure Soft, MojoTouch",Jun 14 2021,n/a,96.0,32
HideNProp,"Action, Indie",Free To Play,Studio Asgard Gaming,Oct 26 2023,n/a,42.0,66
Spearmint Goose,"Adventure, Casual, Indie",$2.99,Anatoliy Loginovskikh,Apr 1 2022,n/a,86.0,52
Road to your City,"Casual, Indie, Simulation, Sports, Strategy",$9.99,Yheeky Games,Nov 18 2019,n/a,62.0,67
They came from another planet,"Action, Indie, Free To Play",Free,Magnus Fredriksson,Apr 2 2023,n/a,84.0,26
Fritz 19 SE,Strategy,$69.99,ChessBase GmbH,Dec 28 2023,n/a,71.0,14
Braveland,"Adventure, Casual, Indie, RPG, Strategy",$9.99,Tortuga Team,Mar 17 2014,n/a,80.0,1099
Space Architect,"Indie, Simulation, Strategy, Early Access",$6.99,Albert Wiatr,Nov 25 2020,n/a,88.0,27
Inception VR,"Utilities, Video Production",Free To Play,Inception,Feb 23 2017,n/a,60.0,30
MoonFall / Butterfly Lovers,"Indie, RPG",$19.99,XIHE Animation,Nov 20 2021,n/a,89.0,114
Tales of the Mirror,Indie,$7.99,Cotton Game,Aug 11 2021,n/a,55.0,232
Covid Carl,"Action, Indie",$2.49,Dumpster Fire Studio LLC,Oct 25 2022,n/a,85.0,14
Invisibox,"Casual, Indie",$1.99,Retrific,Oct 18 2017,n/a,87.0,66
Grim wanderings 2,"Indie, RPG, Strategy",$5.99,Ellinia games,Sep 15 2021,n/a,76.0,73
Starlight Shores,"Casual, Indie, Simulation",$3.99,Delphinium Interactive,Oct 30 2020,n/a,90.0,11
Heileen 2: The Hands Of Fate,"Adventure, Casual, Indie",$9.99,Winter Wolves,Dec 12 2009,n/a,57.0,19
CodeSpells,"Action, Adventure, Indie, Simulation, Early Access",$4.99,"ThoughtSTEM, LLC",Sep 18 2015,n/a,38.0,210
Traffic Safety,"Action, Adventure, Casual, Free To Play, Indie, Racing, Simulation, Sports",Free To Play,TigerQiuQiu,May 13 2022,n/a,75.0,12
WAVECADE,"Action, Strategy",$9.99,"Andrew Spalato, Lewis Spalato",Jul 10 2022,n/a,92.0,26
Sons of Triskelion,"Adventure, Casual, Indie, RPG, Simulation, Strategy",$7.99,Warfare Studios,Apr 11 2017,n/a,52.0,51
Claws & Chaos,"Action, Casual, Indie, Strategy",$14.99,Parhelion Studio,Oct 22 2024,n/a,54.0,74
Astronite - Landing on Neplea,"Action, Adventure, Indie, Free To Play",Free To Play,Dume Games Studio,Sep 8 2022,n/a,85.0,166
Robin Hood - Sherwood Builders,"Adventure, Indie, RPG",$29.99,MeanAstronauts,Feb 29 2024,n/a,69.0,694
GameDev Trash,"Action, Adventure, Indie, RPG, Early Access",$11.99,Extela Games,Aug 17 2023,n/a,66.0,15
Rise of the Triad: Ludicrous Edition,Action,$19.99,"Nightdive Studios, Apogee Software, New Blood Interactive",Jul 31 2023,n/a,94.0,542
The Ables: Freepoint High,"Action, Adventure",$4.99,"Qiwi Games, LLC, Graveck",Dec 16 2015,n/a,75.0,16
Silent Hunter®: Wolves of the Pacific U-Boat Missions,Simulation,$9.99,Ubisoft Romania,Mar 24 2008,n/a,80.0,288
Atlas Wept,"Action, Adventure, Casual, Indie, RPG",$7.99,Kbojisoft,Jan 16 2024,n/a,100.0,28
Legends of Amberland II: The Song of Trees,RPG,$19.99,Silver Lemur Games,Dec 5 2023,n/a,98.0,108
Nightmare Frames,Adventure,$12.99,Postmodern Adventures,Jun 16 2022,n/a,98.0,243
Sheba: A New Dawn,"Action, Adventure, Indie",$14.99,Kashkool Games,Apr 8 2024,n/a,68.0,35
COMPOUND,"Action, Indie",$19.99,Bevan McKechnie,Jul 19 2022,n/a,97.0,1946
A wave of enemies,Action,$4.99,Vitok,Jun 29 2021,n/a,75.0,12
Life of a Space Force Captain,"Adventure, Indie, RPG",$6.99,Hosted Games,May 5 2022,n/a,83.0,53
The Polynomial - Space of the music,"Action, Casual, Indie",$6.99,Dmytry Lavrov,Oct 15 2010,n/a,72.0,439
Edengrall,"Casual, Indie, RPG, Simulation, Early Access",$14.99,Fables of Laetus,Jan 7 2022,n/a,95.0,21
ROUNDS,"Action, Indie",$5.99,Landfall,Apr 1 2021,n/a,95.0,25858
Ray Eager,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Early Access",$9.99,Saivs,Apr 12 2020,n/a,46.0,13
Grand Theft Auto: Vice City – The Definitive Edition,"Action, Adventure",$59.99,Rockstar Games,Jan 19 2023,n/a,77.0,3418
Paper Cut Mansion,"Adventure, Indie",$19.99,Space Lizard Studio,Oct 27 2022,n/a,68.0,41
ELDERBORN,"Action, Indie",$14.99,Hyperstrange,Jan 30 2020,n/a,88.0,1865
"Warhammer 40,000: Dawn of War - Anniversary Edition",Strategy,$34.99,Relic Entertainment,Jan 1 2006,n/a,95.0,7668
The Quintessential Quintuplets OMOIDE VR ~ITSUKI~,"Adventure, Casual",$24.99,Blackc,Oct 12 2022,n/a,88.0,34
Fixer's Tale,"Adventure, Casual, Indie",$6.99,Emblem Games,May 22 2024,n/a,100.0,13
Spaceguard 80,"Action, Adventure, Casual, Indie",$1.99,Draftline Games,Jun 20 2018,n/a,100.0,14
biorhythm,"Action, Adventure, Indie",Free To Play,Brady Soglin,Aug 23 2019,n/a,93.0,31
Write word,"Casual, Indie",$3.99,Laush Dmitriy Sergeevich,Oct 30 2018,n/a,70.0,17
Bouncing Over It with friends,"Action, Adventure, Casual, Indie",$4.99,EYEJAM STUDIOS,Aug 8 2018,n/a,78.0,37
Rogue Contracts: Syndicate,"Action, Indie",$0.99,Go Dark Studios,Aug 26 2016,n/a,70.0,20
Academagia: The Making of Mages,"Adventure, Indie, RPG, Simulation, Strategy",$15.99,"Black Chicken Studios, inc.",Aug 13 2010,n/a,70.0,265
SaGa Emerald Beyond,RPG,$49.99,Square Enix,Apr 25 2024,n/a,70.0,217
The Summoning,"Adventure, Casual, Indie, RPG, Simulation",$1.99,Randumb Studios,Dec 6 2019,n/a,74.0,71
XERA: Survival,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Strategy, Free To Play",Free To Play,Spotted Kiwi Interactive,Sep 26 2021,n/a,67.0,7685
Under Pressure,Strategy,Free To Play,Hibo Studios,Jul 14 2023,n/a,100.0,17
Puma: the Cat,"Adventure, Casual, Indie",$2.99,Danta Game Studio,Nov 8 2023,n/a,95.0,21
COG Back To The 80s,"Action, Adventure, Indie",Free To Play,"Emiliano y Juan, M, Phyox Entertainment",Apr 2 2022,n/a,60.0,23
Rag Doll Kung Fu,Indie,$0.99,Mark Healey,Oct 12 2005,n/a,75.0,65
SUPERHOT: MIND CONTROL DELETE,"Action, Indie",$24.99,SUPERHOT Team,Jul 16 2020,n/a,85.0,8395
Helix Jump,"Action, Casual",$4.99,VOODOO,May 20 2024,n/a,95.0,21
Greyhound Manager 2 Rebooted,"Indie, Simulation, Sports",$14.99,Strategic Designs Ltd.,Jan 1 2011,n/a,66.0,15
Styx: Master of Shadows,Action,$19.99,Cyanide Studio,Oct 7 2014,n/a,83.0,8312
Diluvion: Resubmerged,"Action, Adventure, Indie, RPG",$19.99,Arachnid Games,Feb 2 2017,n/a,62.0,997
Sakura Battle,Action,Free,ClearSky Studio,Feb 10 2023,n/a,68.0,22
Seaberry Keep,"Adventure, Casual, Indie",$4.99,Cozy Strawberry,Nov 11 2022,n/a,100.0,10
Next Stop 3,"Casual, Simulation, Strategy",$6.99,Ladia Group,Mar 9 2019,n/a,94.0,19
QuiVr,"Action, Casual, Indie, Simulation",$19.99,Blueteak,Jun 18 2018,n/a,89.0,482
Flappatron,"Action, Adventure, Casual, Indie",$1.99,Dexter Manning,Jul 25 2019,n/a,96.0,130
Xploquest 3,"Adventure, RPG",Free To Play,33 Production,Jan 20 2023,n/a,93.0,16
Defenders of Tetsoidea Academy,"Action, Adventure, Casual, Free To Play, Indie, RPG",Free To Play,Brewsterland Studios,Nov 29 2017,n/a,68.0,60
PARKET Evolution (Beta),"Action, Adventure, Free To Play, Indie",Free To Play,Radinet Studios,Aug 25 2022,n/a,87.0,16
Iwate Mountain Dance,"Action, Adventure, Indie",$11.99,Kirisame Jump,May 1 2020,n/a,100.0,18
Easy puzzle: Streets,"Casual, Indie",$3.99,Laush Dmitriy Sergeevich,Apr 8 2020,n/a,100.0,11
Flatspace,"Action, Adventure, Indie, RPG, Simulation, Free To Play",Free,Cornutopia Software,Jan 24 2020,n/a,82.0,23
Offscreen Colonies: VR Edition,Animation & Modeling,Free,Conspiracy,Apr 5 2015,n/a,100.0,29
The Rising of the Shield Hero : Relive The Animation,"Indie, RPG",$15.99,KADOKAWA CORPORATION,Sep 23 2019,n/a,73.0,246
Mech Rage,"Action, Indie",$9.99,Drageus Games S.A.,Dec 14 2018,n/a,50.0,10
Hentai Lagoon,"Casual, Indie",$0.99,Horny69Team,May 19 2022,n/a,76.0,67
Werewolf Party,"Action, Casual, Indie, RPG, Early Access",$7.99,Absam Studios,Jun 7 2024,n/a,89.0,29
Freud's Bones-the game,"Adventure, Indie, RPG, Simulation, Strategy",$10.99,Axel Fox (Fortuna Imperatore),May 25 2022,n/a,83.0,55
The Art of War: Card Game,"Casual, Free To Play, Indie, Strategy",Free To Play,Brightdawn Entertainment,Aug 19 2024,n/a,85.0,69
Armored Lab Force VULVEHICLES,"Action, Casual",$9.99,ASTRO PORT,Aug 25 2022,n/a,100.0,26
Spark & Kling,"Adventure, Casual",Free,Cozy Labs,Feb 12 2024,n/a,62.0,97
Konrad's Kittens,"Casual, Indie, Simulation",$14.99,FusionPlay,Feb 23 2018,n/a,82.0,28
Make Them Walk,"Indie, Strategy",$5.99,"Kushagra Pratap Singh, Timo Braun",Jul 30 2023,n/a,70.0,10
Salting the Earth,Indie,$14.99,BitterBerries,Oct 31 2019,n/a,92.0,69
Roles & Dice,"Casual, Indie, RPG, Strategy, Free To Play",Free To Play,noOne,Jan 19 2024,n/a,86.0,22
Learn Japanese To Survive! Kanji Combat,"Adventure, Indie, RPG, Strategy",$8.99,Sleepy Duck,Aug 1 2018,n/a,85.0,269
Luna Sky,"Action, Adventure, Indie",$12.99,Vovoid Media Technologies AB,Oct 2 2015,n/a,65.0,20
Defend Your Crypt,"Indie, Strategy",$2.99,Ratalaika Games S.L.,Jul 21 2016,n/a,80.0,30
STAY ALIVE MY SON (VR): A True Story About A Father's Relentless Search For His Son,"Adventure, Indie, RPG",$24.99,UME STUDIOS,May 1 2024,n/a,100.0,35
Film Studio Manager,"Free To Play, Simulation, Strategy, Early Access",Free,Illumion Games,Mar 17 2023,n/a,41.0,41
Oozi: Earth Adventure,"Casual, Indie",$9.99,Awesome Games Studio,Dec 5 2013,n/a,87.0,762
868-HACK,"Indie, Strategy",$5.65,Michael Brough,Jan 27 2015,n/a,90.0,99
Fanatic Zeal,Action,Free,EtaOnm256,Jun 24 2022,n/a,94.0,19
Tex Murphy: Under a Killing Moon,Adventure,$9.99,Access Software,Oct 31 1994,n/a,97.0,104
BLACK WEREWOLF,"Action, Adventure, RPG",$29.99,FadyGames,Mar 24 2024,n/a,100.0,10
Airport Fire Department - The Simulation,"Action, Simulation",$7.99,VIS-Games,Nov 18 2011,n/a,43.0,51
Arcadie: Second-Born,"Indie, RPG",$7.99,Arcadie & Utopie,Dec 9 2022,n/a,94.0,313
Cool Animals,"Action, Adventure, Casual, Indie",$3.99,Cube Games,Jun 20 2022,n/a,100.0,13
CINERIS SOMNIA,"Adventure, Indie",$14.99,NAYUTA STUDIO,Oct 9 2018,n/a,82.0,247
Jay's Walkin',"Casual, Indie, Strategy",Free,"Thomas Hsu, Kelvin Chung, Ian Wohlers",Apr 16 2021,n/a,92.0,38
Make War,"Indie, Simulation, Strategy",$9.99,Creepy Brothers,Oct 16 2019,n/a,56.0,46
The WereCleaner,"Action, Casual, Indie, Strategy, Free To Play",Free,Howlin' Hugs,May 7 2024,n/a,99.0,6482
Flirt,"Casual, Simulation",$2.99,Lighthouse Games Studio,Feb 13 2020,n/a,46.0,54
Super Foosball,"Simulation, Sports",Free,DenyingProduct,Feb 20 2020,n/a,72.0,18
City Bus Simulator 2018,"Indie, Simulation",$3.99,Özgün Bursalıoğlu,Apr 18 2018,n/a,14.0,42
Online Sparkler,"Casual, Indie, Simulation",$4.99,宮村あつき,Jun 24 2022,n/a,88.0,62
DEAD RISING®,"Action, Adventure",$9.99,Capcom,Sep 12 2016,n/a,88.0,5163
Cosmic Ball Tournament,"Action, Sports",$6.99,Robot Legs Games,Mar 2 2023,n/a,100.0,11
"South Scrimshaw, Part One","Casual, Indie",Free,Nathan O. Marsh,Jun 9 2023,n/a,99.0,1221
Pineapple on pizza,"Casual, Indie, Free To Play",Free,Majorariatto,Mar 28 2023,n/a,97.0,22937
Knights Within,"Action, Indie, Early Access",$17.99,Indecision Labs,May 15 2024,n/a,97.0,162
Marble Skies,"Action, Adventure, Casual, Indie, Racing, Simulation, Strategy",$9.99,[untitledDev],Dec 16 2017,n/a,81.0,230
RocketGO,"Adventure, Casual, Free To Play, Sports",Free To Play,Ge Yin,Nov 26 2018,n/a,84.0,26
Evenicle 2 - Clinical Trial Edition,RPG,Free To Play,Alicesoft,Aug 17 2020,n/a,79.0,236
Fobia - St. Dinfna Hotel,Indie,$29.99,Pulsatrix Studios,Jun 28 2022,n/a,87.0,1031
Disc Golf: Game On,"Simulation, Sports, Early Access",$19.99,Pigs Fly Games,Mar 24 2023,n/a,95.0,40
Logic Escape,"Adventure, Indie, Simulation",$6.99,NguyeZ,Nov 2 2023,n/a,94.0,18
EDENGATE: The Edge of Life,"Adventure, Casual",$6.99,505 Pulse,Nov 15 2022,n/a,68.0,153
Fishlike,"Action, Casual, Indie",$4.99,JJJ,Aug 23 2024,n/a,92.0,98
Piecewise: build chat bots with blocks,"Utilities, Web Publishing, Early Access",$14.99,Piecewise Labs,Nov 2 2021,n/a,100.0,13
Bowl VR,"Casual, Simulation, Sports",$6.99,Carbon Fiber Games,Jun 24 2016,n/a,35.0,17
Lust from Beyond,"Action, Adventure, Indie",$19.99,Movie Games Lunarium,Mar 11 2021,n/a,81.0,3710
Vegas Tales,Indie,$12.99,FMV Interactive,Dec 24 2021,n/a,92.0,14
Mylene and the Lust temple,"Adventure, Indie, RPG",$13.99,キラ☆タマ,Feb 1 2024,n/a,80.0,36
Fellowship,"Action, Indie, RPG, Early Access",$6.99,Elraim Studio,Nov 7 2023,n/a,60.0,15
24H Stories: The Blackout,Indie,$4.99,LikeGames,Nov 27 2023,n/a,92.0,25
Deadland 4000,"Adventure, RPG, Simulation, Strategy",$9.99,Cain Laikind,Oct 7 2022,n/a,100.0,13
Arashi: Castles of Sin - Final Cut,"Action, Adventure, RPG",$29.99,Endeavor One,Dec 5 2023,n/a,26.0,26
Thunderbolt,"Action, Casual, Indie",$1.99,LillyWelland Inc.,Feb 26 2018,n/a,50.0,12
Subterrain: Mines of Titan,"Indie, RPG",$19.99,Pixellore Inc,Mar 12 2024,n/a,76.0,512
A Void Hope,"Adventure, Indie",$15.99,Elden Pixels,Feb 29 2024,n/a,92.0,27
Galactic Shipwright,"Action, Indie, Simulation",$2.99,NanoidGames,Oct 5 2018,n/a,78.0,14
Gatewalkers (Alpha),"Action, Adventure, Indie, RPG",Free,A2 Softworks,Jun 25 2020,n/a,84.0,796
Grand Guilds,"Indie, RPG, Strategy",$14.99,Drix Studios,Mar 26 2020,n/a,57.0,77
Dungeon Mage,"Action, Adventure, Indie, RPG, Free To Play",Free To Play,greenpixels,Dec 20 2023,n/a,87.0,133
Hero Zero - Multiplayer RPG,"Adventure, Casual, Indie, Massively Multiplayer, RPG, Strategy, Free To Play",Free To Play,Playata GmbH,Jul 5 2016,n/a,82.0,3638
Bunker Invaders,"Action, Casual, Indie, Simulation, Strategy, Early Access",$6.99,Kelecik,Nov 5 2024,n/a,94.0,39
It's Hard Being A Dog,"Adventure, Indie, RPG",Free,MALGOW,May 2 2022,n/a,89.0,38
HeXen II,Action,$4.99,Raven Software,Mar 27 1998,n/a,79.0,484
The Winning Secret of the Newbie Strategist Princess,"Adventure, Indie, RPG, Strategy",$7.99,AleCubicSoft,Sep 22 2023,n/a,62.0,32
Room Prison,"Adventure, Indie, RPG, Simulation",$4.99,MCG,Jan 21 2022,n/a,31.0,22
Waves of Steel,"Action, Indie, Simulation",$19.99,TMA Games LLC,Feb 6 2023,n/a,91.0,365
I’m going to die if I don’t eat sushi!,"Action, Casual, Indie",$3.99,くそいサイト,Jun 21 2022,n/a,98.0,154
VERSUS: The Deathscapes,"Action, Adventure, Casual, Indie, RPG",$5.99,Choice of Games,May 27 2021,n/a,43.0,16
FUCK HITLER,"Action, Casual, Indie, Simulation, Free To Play",Free To Play,Sunday's Games,Nov 30 2022,n/a,89.0,8743
